Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",2024-06-30,6883
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",2024-09-30,6975
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",2024-10-31,7015
Malawi,MWI,Various,,Refugees,"UNHCR, Government",2019-03-06,0
Niger,NER,Central African Rep.,CAF,Refugees,"UNHCR, Government",2020-04-30,0
Niger,NER,Chad,TCD,Refugees,"UNHCR, Government",2020-04-30,0
Niger,NER,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2020-04-30,0
Niger,NER,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2020-04-30,0
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",2024-05-31,130397
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",2024-06-30,124366
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",2024-07-31,124877
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",2024-08-31,125616
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",2024-10-31,126084
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",2024-11-30,124708
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-05-31,232878
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-06-30,236633
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-07-31,236631
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-07-31,237715
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-08-31,237717
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-08-31,237987
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-10-31,247393
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2024-11-30,252996
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",2024-05-31,47993
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,50335
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,51314
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",2024-08-31,51598
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-31,53943
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",2024-11-30,54649
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",2024-05-31,67547
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",2024-06-30,69481
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",2024-07-31,69787
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",2024-11-01,73833
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-05-31,940
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,940
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,941
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-11-01,981
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",2024-05-31,54
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",2024-06-30,55
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",2024-07-31,55
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",2024-11-01,59
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-05-31,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-06-30,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-07-31,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-11-01,54
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-05-31,536
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,538
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,535
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-11-01,539
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",2024-05-31,81
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",2024-06-30,82
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",2024-07-31,82
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",2024-11-01,84
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",2024-05-31,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",2024-06-30,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",2024-07-31,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",2024-11-01,1438
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",2024-05-31,17013
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",2024-06-30,18016
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",2024-07-31,34318
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",2024-11-01,31648
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",2024-05-31,41
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",2024-06-30,42
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-31,42
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-01,121
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-05-31,454
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-06-30,510
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-07-31,516
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-11-01,592
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",2024-05-31,409
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",2024-06-30,416
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",2024-07-31,416
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",2024-11-01,430
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",2024-06-30,49053
Rwanda,RWA,Burundi,BDI,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-07-31,49191
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",2024-07-31,49191
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",2024-10-31,49488
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",2024-11-30,49569
Rwanda,RWA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-06-30,77969
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",2024-06-30,77969
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",2024-07-31,78308
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",2024-10-31,77725
Rwanda,RWA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-10-31,77725
Rwanda,RWA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-11-30,77886
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",2024-11-30,77886
Rwanda,RWA,Eritrea,ERI,Refugees,"UNHCR, Government, MINEMA",2024-06-30,321
Rwanda,RWA,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-06-30,321
Rwanda,RWA,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-07-31,297
Rwanda,RWA,Eritrea,ERI,Refugees,"UNHCR, Government, MINEMA",2024-10-31,309
Rwanda,RWA,Eritrea,ERI,Refugees,"UNHCR, Government, MINEMA",2024-11-30,260
Rwanda,RWA,Others,,Refugees,"UNHCR, Government, MINEMA",2024-06-30,549
Rwanda,RWA,Others,,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-06-30,549
Rwanda,RWA,Others,,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-07-31,551
Rwanda,RWA,Others,,Asylum-Seekers,"UNHCR, Government, MINEMA",2024-10-31,722
Rwanda,RWA,Others,,Refugees,"UNHCR, Government, MINEMA",2024-11-30,665
Sudan,SDN,Others,,Refugees,"UNHCR, COR",2024-03-31,35
Sudan,SDN,Others,,Refugees,"UNHCR, COR",2024-09-30,35
Sudan,SDN,South Sudan,SSD,Refugees,"UNHCR, COR",2024-03-31,663396
Sudan,SDN,South Sudan,SSD,Refugees,"UNHCR, COR",2024-06-30,662080
Sudan,SDN,South Sudan,SSD,Refugees,"UNHCR, COR",2024-09-30,632179
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",2024-05-22,451805
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",2024-05-22,439029
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",2024-07-31,439052
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",2024-08-12,476623
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",2024-09-30,516258
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",2024-11-21,522238
Senegal,SEN,Burundi,BDI,Refugees,"UNHCR, Government",2019-10-31,0
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-05-31,235
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,248
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,252
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-09-30,254
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-10-31,252
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-11-30,254
Senegal,SEN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2019-10-31,0
Senegal,SEN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2019-10-31,0
Senegal,SEN,Gambia,GMB,Refugees,"UNHCR, Government",2019-09-30,0
Senegal,SEN,Liberia,LBR,Refugees,"UNHCR, Government",2019-10-31,0
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",2024-05-31,11536
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",2024-06-30,11536
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",2024-07-31,11054
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",2024-09-30,11538
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",2024-10-31,11538
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",2024-11-30,11539
Senegal,SEN,Rwanda,RWA,Refugees,"UNHCR, Government",2019-10-31,0
Senegal,SEN,Turkey,TUR,Asylum-Seekers,"UNHCR, Government",2020-09-30,0
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-05-31,1024
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,1041
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,1091
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-09-30,1186
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-31,1242
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",2024-11-30,1298
Sierra Leone,SLE,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",2023-02-28,0
Sierra Leone,SLE,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2023-02-28,0
Sierra Leone,SLE,Liberia,LBR,Refugees,"UNHCR, Government",2022-08-31,0
Somalia,SOM,Bangladesh,BGD,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Bangladesh,BGD,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Cameroon,CMR,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Cameroon,CMR,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Congo,COG,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Congo,COG,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Djibouti,DJI,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Djibouti,DJI,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Djibouti,DJI,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Djibouti,DJI,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Egypt,EGY,Refugees,UNHCR,2019-01-31,0
Somalia,SOM,Egypt,EGY,Refugees,"UNHCR, Government",2019-01-31,0
Somalia,SOM,Eritrea,ERI,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Eritrea,ERI,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Eritrea,ERI,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Ethiopia,ETH,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Ethiopia,ETH,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Iraq,IRQ,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Iraq,IRQ,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Iraq,IRQ,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Iraq,IRQ,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Jordan,JOR,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Jordan,JOR,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Kenya,KEN,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Kenya,KEN,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Mozambique,MOZ,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Nigeria,NGA,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Pakistan,PAK,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Pakistan,PAK,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Somalia,SOM,Asylum-Seekers,UNHCR,2019-01-31,0
Somalia,SOM,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2019-01-31,0
Somalia,SOM,State of Palestine,PSE,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,State of Palestine,PSE,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,State of Palestine,PSE,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,State of Palestine,PSE,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Sudan,SDN,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Sudan,SDN,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Sudan,SDN,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Syrian Arab Rep.,SYR,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Syrian Arab Rep.,SYR,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Syrian Arab Rep.,SYR,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Turkey,TUR,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Turkey,TUR,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Uganda,UGA,Refugees,UNHCR,2019-01-31,0
Somalia,SOM,Uganda,UGA,Asylum-Seekers,UNHCR,2019-01-31,0
Somalia,SOM,Uganda,UGA,Refugees,"UNHCR, Government",2019-01-31,0
Somalia,SOM,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2019-01-31,0
Somalia,SOM,United Arab Emirates,ARE,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,United Arab Emirates,ARE,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,United Rep. of Tanzania,TZA,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,United Rep. of Tanzania,TZA,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,United Rep. of Tanzania,TZA,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,United Rep. of Tanzania,TZA,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,United States of America,USA,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,United States of America,USA,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,United States of America,USA,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,United States of America,USA,Refugees,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Yemen,YEM,Refugees,UNHCR,2020-08-31,0
Somalia,SOM,Yemen,YEM,Asylum-Seekers,UNHCR,2020-08-31,0
Somalia,SOM,Yemen,YEM,Asylum-Seekers,"UNHCR, Government",2020-08-31,0
Somalia,SOM,Yemen,YEM,Refugees,"UNHCR, Government",2020-08-31,0
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",2024-06-30,578
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",2024-07-31,589
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",2024-08-31,1005
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",2024-10-31,27
South Sudan,SSD,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-10-31,27
South Sudan,SSD,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-11-30,1047
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-02-29,2486
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-31,2739
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-10-31,2751
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-11-30,2752
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,13852
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,13906
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-08-31,13934
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-10-31,13982
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-11-30,14035
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-06-30,2627
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-07-31,2719
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-08-31,2899
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2024-10-31,3321
South Sudan,SSD,Eritrea,ERI,Refugees,"UNHCR, Government",2024-10-31,3321
South Sudan,SSD,Eritrea,ERI,Refugees,"UNHCR, Government",2024-11-30,3341
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-06-30,5387
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-07-31,5476
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-08-31,5521
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-10-31,5728
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-11-30,5763
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",2024-06-30,43
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",2024-07-31,50
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",2024-08-31,50
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",2024-10-31,46
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",2024-11-30,46
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-06-30,29
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-07-31,27
South Sudan,SSD,Somalia,SOM,Refugees,"UNHCR, Government",2024-07-31,27
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-08-31,27
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-10-31,1041
South Sudan,SSD,Somalia,SOM,Refugees,"UNHCR, Government",2024-10-31,1041
South Sudan,SSD,Somalia,SOM,Refugees,"UNHCR, Government",2024-11-30,28
South Sudan,SSD,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",2024-02-14,0
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-07,770847
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-14,774664
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-21,777160
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-28,778811
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-04,780795
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-04,795362
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-04,827726
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-11,830161
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-11,661600
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-18,662670
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-25,664422
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-01,665726
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-08,667412
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-08,672382
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-10,697112
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-17,711831
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-24,712845
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-01,715107
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-01,719017
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-08,722121
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-15,725357
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,5536
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,5620
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-08-31,5250
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-31,2050
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",2024-11-30,2424
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-06-30,13024
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-07-31,12148
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-08-31,11350
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",2024-10-31,10317
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,136249
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,137405
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-31,138225
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-10-31,137988
Chad,TCD,Central African Rep.,CAF,Asylum-Seekers,"UNHCR, Government",2024-10-31,137988
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,274
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,274
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-08-31,276
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-10-31,206
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-06-30,21427
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-07-31,21488
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-08-31,21509
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",2024-10-31,21676
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-06-30,1789228
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-12,1795143
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-19,1800353
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-26,1801166
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-26,1079711
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-02,1080284
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-02,1036444
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-02,1666011
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-19,1039099
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-25,1040787
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-31,1043143
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-31,1029459
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-08,1033829
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-10,1073983
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-17,1077920
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-24,1078152
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-01,1080818
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-08,1083402
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-15,1083798
Chad,TCD,Various,,Refugees,"UNHCR, Government",2024-06-30,12572
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,12572
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,11429
